"person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","log_person_income"
21,35000,"RENT",5,"MEDICAL","A",9000,8.94,"0",0.26,"N",3,10.4631033404715
22,29000,"RENT",7,"MEDICAL","B",9000,NA,"1",0.31,"N",2,10.2750511089686
23,64800,"MORTGAGE",7,"PERSONAL","C",4000,13.99,"0",0.06,"Y",2,11.0790608823404
23,36000,"RENT",3,"EDUCATION","B",9000,9.99,"0",0.25,"N",2,10.4912742174382
24,64800,"MORTGAGE",5,"VENTURE","A",11000,5.79,"0",0.17,"N",3,11.0790608823404
23,36000,"RENT",NA,"DEBTCONSOLIDATION","B",9000,11.11,"0",0.25,"N",3,10.4912742174382
26,64800,"OWN",11,"MEDICAL","A",3000,NA,"0",0.05,"N",4,11.0790608823404
22,58800,"MORTGAGE",NA,"PERSONAL","D",23500,15.33,"1",0.4,"N",2,10.9818971338867
26,64956,"MORTGAGE",0,"DEBTCONSOLIDATION","C",7500,13.47,"0",0.12,"Y",3,11.081465396585
26,64999,"MORTGAGE",11,"VENTURE","B",15000,10.99,"0",0.23,"N",2,11.082127164144
26,64999,"OWN",5,"VENTURE","C",10000,13.98,"0",0.15,"Y",3,11.082127164144
22,64999,"MORTGAGE",6,"VENTURE","D",2500,14.61,"0",0.04,"N",2,11.082127164144
26,65000,"MORTGAGE",9,"PERSONAL","D",3000,18.25,"0",0.05,"Y",4,11.0821425488778
26,30000,"RENT",0,"DEBTCONSOLIDATION","D",9000,15.65,"1",0.3,"Y",4,10.3089526606443
23,65000,"MORTGAGE",7,"EDUCATION","A",10500,6.03,"0",0.16,"N",4,11.0821425488778
21,36120,"RENT",5,"VENTURE","B",9000,10.39,"0",0.25,"N",2,10.4946020075309
26,65000,"MORTGAGE",2,"HOMEIMPROVEMENT","A",10000,6.62,"0",0.15,"N",3,11.0821425488778
22,37500,"RENT",0,"MEDICAL","B",9000,9.63,"0",0.24,"N",4,10.5320962119585
24,65000,"MORTGAGE",2,"VENTURE","B",12000,12.69,"0",0.18,"N",4,11.0821425488778
23,65000,"MORTGAGE",0,"EDUCATION","A",8200,6.62,"0",0.13,"N",4,11.0821425488778
25,65000,"MORTGAGE",0,"VENTURE","A",12000,7.9,"0",0.18,"N",4,11.0821425488778
23,65000,"OWN",6,"PERSONAL","B",6000,10.65,"0",0.09,"N",2,11.0821425488778
24,38400,"RENT",6,"DEBTCONSOLIDATION","A",9000,7.9,"0",0.23,"N",2,10.5558127385758
23,33359,"RENT",2,"EDUCATION","A",9000,NA,"1",0.27,"N",4,10.4150828800042
23,39600,"RENT",7,"PERSONAL","B",9000,11.99,"0",0.23,"N",3,10.5865843972426
24,33996,"RENT",1,"EDUCATION","E",9000,16,"1",0.26,"Y",2,10.4339981496185
24,40000,"RENT",1,"VENTURE","B",9000,11.99,"0",0.23,"N",4,10.5966347330961
22,40000,"RENT",2,"EDUCATION","B",9000,10.59,"0",0.23,"N",4,10.5966347330961
23,40000,"RENT",4,"VENTURE","A",9000,7.49,"0",0.23,"N",3,10.5966347330961
23,34000,"RENT",5,"MEDICAL","E",9000,17.06,"1",0.26,"Y",4,10.4341158035983
24,65000,"MORTGAGE",8,"PERSONAL","B",6300,11.71,"0",0.1,"N",2,11.0821425488778
22,65000,"MORTGAGE",0,"PERSONAL","A",7200,8.9,"0",0.11,"N",2,11.0821425488778
25,40000,"RENT",1,"PERSONAL","C",9000,12.53,"0",0.23,"N",2,10.5966347330961
26,65000,"MORTGAGE",11,"VENTURE","A",12000,7.9,"0",0.18,"N",2,11.0821425488778
24,65000,"MORTGAGE",3,"EDUCATION","A",6000,6.03,"0",0.09,"N",3,11.0821425488778
23,35500,"RENT",2,"HOMEIMPROVEMENT","D",9000,15.99,"1",0.25,"Y",2,10.4772879754635
24,65000,"MORTGAGE",8,"DEBTCONSOLIDATION","B",6600,10.65,"0",0.1,"N",2,11.0821425488778
25,59000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",5000,6.03,"1",0.08,"N",2,10.9852927228879
23,42000,"RENT",7,"VENTURE","A",9000,8.49,"0",0.21,"N",4,10.6454248972655
24,65000,"MORTGAGE",2,"PERSONAL","B",8000,12.69,"0",0.12,"N",2,11.0821425488778
23,42000,"RENT",3,"DEBTCONSOLIDATION","A",9000,7.51,"0",0.21,"N",4,10.6454248972655
23,65000,"MORTGAGE",7,"DEBTCONSOLIDATION","A",7425,6.03,"0",0.11,"N",4,11.0821425488778
21,36140,"RENT",5,"EDUCATION","A",9000,8.94,"1",0.25,"N",2,10.4951555641462
26,42600,"RENT",3,"PERSONAL","D",9000,14.96,"0",0.21,"N",2,10.6596095322575
25,42900,"RENT",9,"MEDICAL","A",9000,6.76,"0",0.21,"N",4,10.6666271049161
26,65000,"MORTGAGE",2,"VENTURE","D",8000,17.27,"0",0.12,"Y",3,11.0821425488778
26,43000,"RENT",0,"PERSONAL","C",9000,13.85,"0",0.21,"Y",4,10.6689553946757
22,43200,"RENT",4,"EDUCATION","D",9000,14.54,"0",0.21,"Y",4,10.6735957742322
23,65000,"MORTGAGE",3,"MEDICAL","A",7000,7.9,"0",0.11,"N",4,11.0821425488778
24,65000,"MORTGAGE",8,"PERSONAL","A",3300,7.51,"0",0.05,"N",4,11.0821425488778
26,44000,"RENT",4,"DEBTCONSOLIDATION","B",9000,10.99,"0",0.2,"N",2,10.6919449129004
25,44000,"RENT",9,"MEDICAL","A",9000,7.29,"0",0.2,"N",3,10.6919449129004
25,44640,"RENT",4,"PERSONAL","B",9000,10.65,"0",0.2,"N",4,10.7063855970552
22,45000,"RENT",7,"PERSONAL","A",9000,7.9,"0",0.2,"N",3,10.7144177687525
21,45000,"RENT",3,"MEDICAL","A",9000,8.49,"0",0.2,"N",3,10.7144177687525
22,45000,"RENT",0,"EDUCATION","C",9000,14.26,"0",0.2,"Y",3,10.7144177687525
22,65000,"MORTGAGE",6,"EDUCATION","A",12800,5.99,"0",0.2,"N",4,11.0821425488778
23,65000,"MORTGAGE",1,"VENTURE","A",7000,8.49,"0",0.11,"N",4,11.0821425488778
26,65000,"OWN",1,"HOMEIMPROVEMENT","C",4800,13.49,"0",0.07,"Y",2,11.0821425488778
26,45000,"RENT",0,"DEBTCONSOLIDATION","B",9000,10.39,"0",0.2,"N",2,10.7144177687525
22,45004,"RENT",1,"PERSONAL","C",9000,14.35,"0",0.2,"Y",4,10.714506653691
26,65000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",5000,5.42,"0",0.08,"N",4,11.0821425488778
25,39512,"RENT",3,"VENTURE","C",9000,15.23,"1",0.23,"N",4,10.5843597022205
23,65000,"MORTGAGE",5,"EDUCATION","B",4000,11.49,"0",0.06,"N",4,11.0821425488778
24,65000,"OWN",6,"PERSONAL","D",4400,16.89,"0",0.07,"N",2,11.0821425488778
23,65000,"MORTGAGE",5,"VENTURE","A",16500,7.49,"0",0.25,"N",3,11.0821425488778
24,45888,"RENT",5,"MEDICAL","A",9000,5.79,"0",0.2,"N",3,10.7339589239593
26,46000,"RENT",4,"PERSONAL","A",9000,7.14,"0",0.2,"N",3,10.7363966754712
24,46000,"RENT",4,"PERSONAL","C",9000,13.22,"0",0.2,"N",3,10.7363966754712
23,46200,"RENT",5,"PERSONAL","B",9000,9.99,"0",0.19,"N",3,10.7407350770698
25,46500,"RENT",9,"MEDICAL","C",9000,NA,"0",0.19,"N",3,10.7472075915754
24,46704,"RENT",2,"EDUCATION","B",9000,11.49,"0",0.19,"N",4,10.7515850930939
25,47000,"RENT",1,"DEBTCONSOLIDATION","A",9000,7.51,"0",0.19,"N",3,10.7579028806922
22,47840,"RENT",0,"EDUCATION","C",9000,12.53,"0",0.19,"N",4,10.7756173886245
22,48000,"RENT",2,"DEBTCONSOLIDATION","A",9000,7.88,"0",0.19,"N",2,10.77895628989
26,65000,"MORTGAGE",9,"EDUCATION","A",20500,6.99,"0",0.32,"N",2,11.0821425488778
26,48000,"RENT",7,"PERSONAL","A",9000,8.94,"0",0.19,"N",3,10.77895628989
25,48000,"RENT",3,"PERSONAL","C",9000,13.79,"0",0.19,"Y",2,10.77895628989
22,49500,"RENT",0,"PERSONAL","C",9000,14.35,"0",0.18,"Y",4,10.8097279485568
24,65000,"MORTGAGE",5,"EDUCATION","B",9600,11.99,"0",0.15,"N",3,11.0821425488778
25,50000,"RENT",5,"DEBTCONSOLIDATION","B",9000,12.69,"0",0.18,"N",3,10.8197782844103
24,65000,"MORTGAGE",1,"PERSONAL","B",6000,10.99,"0",0.09,"N",2,11.0821425488778
26,65000,"MORTGAGE",10,"HOMEIMPROVEMENT","A",8000,6.99,"0",0.12,"N",3,11.0821425488778
20,65000,"MORTGAGE",4,"EDUCATION","B",4800,9.99,"0",0.07,"N",2,11.0821425488778
23,50000,"RENT",7,"PERSONAL","B",9000,12.18,"0",0.18,"N",4,10.8197782844103
26,50004,"RENT",0,"EDUCATION","A",9000,6.17,"0",0.18,"N",4,10.8198582812105
26,50200,"RENT",1,"HOMEIMPROVEMENT","A",9000,7.66,"0",0.18,"N",3,10.8237703056798
24,65000,"MORTGAGE",0,"EDUCATION","A",14000,8.49,"0",0.22,"N",3,11.0821425488778
23,65000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",2275,NA,"0",0.04,"N",2,11.0821425488778
23,65000,"MORTGAGE",0,"EDUCATION","C",8500,15.23,"0",0.13,"Y",3,11.0821425488778
26,51400,"RENT",4,"DEBTCONSOLIDATION","C",9000,13.61,"0",0.18,"N",2,10.8473934514433
23,65000,"MORTGAGE",7,"MEDICAL","A",7000,6.99,"0",0.11,"N",4,11.0821425488778
26,65000,"MORTGAGE",3,"HOMEIMPROVEMENT","B",12000,10.99,"0",0.18,"N",4,11.0821425488778
26,51840,"RENT",9,"EDUCATION","A",9000,8,"0",0.17,"N",4,10.8559173310262
23,52000,"RENT",0,"VENTURE","B",9000,12.69,"0",0.17,"N",2,10.8589989975636
24,65000,"MORTGAGE",3,"EDUCATION","A",8000,5.99,"0",0.12,"N",2,11.0821425488778
22,52000,"RENT",0,"MEDICAL","B",9000,10.65,"0",0.17,"N",3,10.8589989975636
26,65000,"MORTGAGE",7,"HOMEIMPROVEMENT","B",14400,9.99,"0",0.22,"N",3,11.0821425488778
23,65000,"MORTGAGE",4,"DEBTCONSOLIDATION","A",5400,8.9,"0",0.08,"N",3,11.0821425488778
23,65000,"MORTGAGE",7,"EDUCATION","A",10000,7.49,"0",0.15,"N",2,11.0821425488778
23,65000,"MORTGAGE",4,"EDUCATION","D",13600,15.62,"0",0.21,"Y",2,11.0821425488778
22,52000,"RENT",6,"PERSONAL","D",9000,14.11,"0",0.17,"Y",3,10.8589989975636
24,65000,"MORTGAGE",7,"PERSONAL","A",1525,5.42,"0",0.02,"N",3,11.0821425488778
24,52800,"RENT",2,"VENTURE","A",9000,7.9,"0",0.17,"N",2,10.8742664696944
24,52800,"RENT",8,"DEBTCONSOLIDATION","A",9000,7.49,"0",0.17,"N",4,10.8742664696944
23,53000,"RENT",0,"VENTURE","C",9000,12.09,"0",0.17,"Y",3,10.8780471925343
23,53664,"RENT",1,"DEBTCONSOLIDATION","B",9000,12.21,"0",0.17,"N",4,10.8904976646229
24,65000,"OWN",8,"PERSONAL","A",6000,6.99,"0",0.09,"N",2,11.0821425488778
22,54000,"RENT",4,"DEBTCONSOLIDATION","C",9000,15.96,"0",0.17,"Y",3,10.8967393255464
26,65000,"MORTGAGE",0,"DEBTCONSOLIDATION","A",4000,5.42,"0",0.06,"N",3,11.0821425488778
24,65000,"MORTGAGE",8,"PERSONAL","B",10000,11.99,"0",0.15,"N",4,11.0821425488778
24,65000,"MORTGAGE",8,"HOMEIMPROVEMENT","A",2000,5.42,"0",0.03,"N",3,11.0821425488778
22,59000,"MORTGAGE",7,"HOMEIMPROVEMENT","D",4900,15.62,"1",0.08,"Y",4,10.9852927228879
25,55000,"RENT",9,"EDUCATION","B",9000,10.99,"0",0.16,"N",4,10.9150884642146
24,65000,"MORTGAGE",7,"DEBTCONSOLIDATION","B",20000,NA,"0",0.31,"N",3,11.0821425488778
25,55000,"RENT",5,"HOMEIMPROVEMENT","B",9000,11.11,"0",0.16,"N",2,10.9150884642146
21,59000,"MORTGAGE",5,"HOMEIMPROVEMENT","B",5000,9.99,"1",0.08,"N",2,10.9852927228879
24,65000,"MORTGAGE",9,"HOMEIMPROVEMENT","A",5500,5.79,"0",0.08,"N",3,11.0821425488778
26,55000,"RENT",0,"VENTURE","A",9000,NA,"0",0.16,"N",2,10.9150884642146
24,65000,"MORTGAGE",8,"MEDICAL","A",10000,5.79,"0",0.15,"N",2,11.0821425488778
24,55000,"RENT",2,"HOMEIMPROVEMENT","C",9000,14.72,"0",0.16,"Y",2,10.9150884642146
26,38400,"RENT",8,"VENTURE","D",9100,15.37,"0",0.24,"Y",2,10.5558127385758
23,43200,"RENT",2,"VENTURE","D",9100,13.24,"1",0.21,"N",2,10.6735957742322
25,65000,"MORTGAGE",9,"PERSONAL","A",5000,7.29,"0",0.08,"N",4,11.0821425488778
22,30000,"RENT",6,"MEDICAL","B",9150,10.59,"0",0.3,"N",2,10.3089526606443
22,22800,"RENT",NA,"PERSONAL","B",9200,9.88,"1",0.4,"N",2,10.0345158149425
24,65000,"MORTGAGE",8,"HOMEIMPROVEMENT","A",10000,7.66,"0",0.15,"N",4,11.0821425488778
26,29000,"RENT",10,"DEBTCONSOLIDATION","A",9200,7.49,"1",0.32,"N",3,10.2750511089686
21,30000,"RENT",6,"DEBTCONSOLIDATION","A",9200,6.62,"1",0.31,"N",3,10.3089526606443
24,65000,"MORTGAGE",7,"VENTURE","A",6000,5.42,"0",0.09,"N",3,11.0821425488778
21,43000,"RENT",2,"MEDICAL","A",9200,8.94,"0",0.21,"N",2,10.6689553946757
23,65000,"OWN",8,"PERSONAL","C",9600,14.17,"0",0.15,"Y",4,11.0821425488778
22,50000,"RENT",0,"EDUCATION","A",9200,6.92,"0",0.18,"N",4,10.8197782844103
23,65000,"MORTGAGE",7,"VENTURE","B",13750,9.62,"0",0.21,"N",3,11.0821425488778
23,65000,"MORTGAGE",0,"VENTURE","B",7300,9.99,"0",0.11,"N",3,11.0821425488778
23,66000,"RENT",0,"MEDICAL","B",9200,11.86,"0",0.14,"N",2,11.0974100210086
22,65000,"MORTGAGE",0,"MEDICAL","B",3000,10.36,"0",0.05,"N",3,11.0821425488778
25,59000,"MORTGAGE",4,"HOMEIMPROVEMENT","C",3600,12.98,"1",0.06,"N",3,10.9852927228879
21,59000,"MORTGAGE",5,"MEDICAL","B",25000,9.99,"1",0.42,"N",4,10.9852927228879
25,82000,"RENT",2,"MEDICAL","A",9200,6.03,"0",0.11,"N",3,11.3144745262464
24,65000,"OWN",8,"VENTURE","A",12000,6.17,"0",0.18,"N",4,11.0821425488778
21,13000,"RENT",0,"DEBTCONSOLIDATION","C",9250,12.53,"1",0.71,"N",3,9.47270463644367
23,24000,"RENT",0,"VENTURE","A",9250,6.54,"1",0.39,"N",3,10.0858091093301
22,24000,"RENT",1,"HOMEIMPROVEMENT","A",9250,8.94,"1",0.39,"N",2,10.0858091093301
25,24996,"RENT",2,"EDUCATION","A",9250,8.59,"1",0.37,"N",4,10.126471091049
25,25716,"RENT",1,"MEDICAL","A",9250,6.54,"1",0.36,"N",3,10.1548686452616
24,65000,"MORTGAGE",5,"MEDICAL","B",2000,9.62,"0",0.03,"N",3,11.0821425488778
22,27120,"RENT",5,"DEBTCONSOLIDATION","C",9250,13.11,"1",0.34,"Y",4,10.2080267420543
21,65000,"MORTGAGE",2,"VENTURE","B",8400,11.86,"0",0.13,"N",4,11.0821425488778
24,65000,"OWN",6,"EDUCATION","A",3500,6.76,"0",0.05,"N",4,11.0821425488778
23,65000,"MORTGAGE",7,"VENTURE","A",6250,6.76,"0",0.1,"N",2,11.0821425488778
24,27456,"RENT",1,"MEDICAL","C",9250,12.87,"1",0.34,"N",3,10.2203400022877
23,65000,"OWN",7,"MEDICAL","C",10000,13.98,"0",0.15,"N",4,11.0821425488778
25,65000,"MORTGAGE",2,"MEDICAL","B",10000,10.75,"0",0.15,"N",4,11.0821425488778
25,65000,"MORTGAGE",3,"VENTURE","C",7000,14.72,"0",0.11,"N",3,11.0821425488778
25,65000,"MORTGAGE",1,"PERSONAL","B",15000,11.12,"0",0.23,"N",4,11.0821425488778
24,65000,"MORTGAGE",3,"DEBTCONSOLIDATION","C",7000,13.61,"0",0.11,"Y",3,11.0821425488778
22,65000,"MORTGAGE",2,"DEBTCONSOLIDATION","B",13000,10.38,"0",0.2,"N",2,11.0821425488778
22,31000,"RENT",7,"MEDICAL","D",9250,14.11,"1",0.3,"N",4,10.3417424834673
23,36707,"RENT",3,"PERSONAL","D",9250,16.32,"0",0.25,"Y",4,10.5107227515497
24,65000,"MORTGAGE",6,"PERSONAL","B",11000,11.49,"0",0.17,"N",2,11.0821425488778
21,39000,"RENT",5,"PERSONAL","B",9250,9.91,"0",0.24,"N",4,10.5713169251118
23,65000,"MORTGAGE",7,"VENTURE","A",14400,7.51,"0",0.22,"N",3,11.0821425488778
23,65000,"MORTGAGE",7,"EDUCATION","A",5500,7.88,"0",0.08,"N",3,11.0821425488778
23,40000,"RENT",7,"EDUCATION","D",9250,16.07,"0",0.23,"N",2,10.5966347330961
26,65000,"MORTGAGE",6,"VENTURE","E",22000,17.19,"0",0.34,"N",2,11.0821425488778
26,59000,"MORTGAGE",NA,"EDUCATION","B",9800,11.49,"1",0.17,"N",4,10.9852927228879
25,65000,"OWN",3,"VENTURE","A",8700,7.88,"0",0.13,"N",3,11.0821425488778
23,70522,"RENT",7,"MEDICAL","C",9325,10.91,"0",0.13,"Y",3,11.1636799968584
23,65000,"MORTGAGE",4,"MEDICAL","A",7000,7.14,"0",0.11,"N",3,11.0821425488778
22,50000,"RENT",4,"EDUCATION","A",9350,7.49,"0",0.19,"N",3,10.8197782844103
24,65000,"MORTGAGE",5,"VENTURE","A",8000,7.51,"0",0.12,"N",4,11.0821425488778
22,30000,"RENT",1,"PERSONAL","B",9375,11.71,"1",0.31,"N",2,10.3089526606443
22,65000,"MORTGAGE",4,"DEBTCONSOLIDATION","C",8100,13.11,"0",0.12,"N",4,11.0821425488778
22,65000,"MORTGAGE",6,"VENTURE","B",6000,NA,"0",0.09,"N",2,11.0821425488778
26,59000,"MORTGAGE",2,"HOMEIMPROVEMENT","C",20000,13.48,"1",0.34,"Y",3,10.9852927228879
24,65000,"MORTGAGE",8,"PERSONAL","A",2500,6.39,"0",0.04,"N",3,11.0821425488778
26,45500,"RENT",2,"EDUCATION","B",9400,9.91,"0",0.21,"N",2,10.725467604939
26,65000,"MORTGAGE",NA,"EDUCATION","B",6000,11.36,"0",0.09,"N",4,11.0821425488778
24,65000,"OWN",3,"PERSONAL","B",6000,11.36,"0",0.09,"N",2,11.0821425488778
24,65000,"MORTGAGE",0,"DEBTCONSOLIDATION","C",3000,12.73,"0",0.05,"N",3,11.0821425488778
22,45000,"RENT",6,"MEDICAL","C",9425,13.49,"0",0.21,"Y",2,10.7144177687525
23,65000,"MORTGAGE",2,"DEBTCONSOLIDATION","B",4400,11.36,"0",0.07,"N",4,11.0821425488778
24,25000,"RENT",3,"MEDICAL","A",9450,6.62,"1",0.38,"N",4,10.1266311038503
23,65000,"MORTGAGE",3,"PERSONAL","A",8000,7.14,"0",0.12,"N",4,11.0821425488778
21,26000,"RENT",1,"DEBTCONSOLIDATION","D",9450,16.77,"1",0.36,"N",2,10.1658518170036
24,65000,"MORTGAGE",1,"EDUCATION","A",8500,7.51,"0",0.13,"N",2,11.0821425488778
24,33600,"RENT",2,"PERSONAL","A",9450,7.66,"1",0.28,"N",2,10.4222813459513
24,65000,"MORTGAGE",7,"VENTURE","D",14000,15.31,"0",0.22,"Y",4,11.0821425488778
26,34200,"RENT",9,"MEDICAL","D",9450,15.62,"1",0.28,"N",3,10.4399809230507
25,19200,"RENT",1,"VENTURE","A",9500,7.88,"1",0.49,"N",4,9.86266555801587
26,65000,"OWN",3,"MEDICAL","C",7000,13.92,"0",0.11,"Y",3,11.0821425488778
22,65000,"OWN",6,"MEDICAL","C",3000,13.92,"0",0.05,"Y",4,11.0821425488778
21,20000,"RENT",2,"VENTURE","A",9500,8.9,"1",0.47,"N",4,9.90348755253613
23,65000,"MORTGAGE",7,"EDUCATION","B",6000,11.48,"0",0.09,"N",4,11.0821425488778
23,65000,"MORTGAGE",4,"EDUCATION","A",7500,8.59,"0",0.12,"N",3,11.0821425488778
24,23040,"RENT",0,"DEBTCONSOLIDATION","F",9500,19.04,"1",0.41,"Y",4,10.0449871148098
22,27000,"RENT",0,"DEBTCONSOLIDATION","D",9500,15.33,"1",0.35,"Y",3,10.2035921449865
24,28000,"RENT",1,"MEDICAL","A",9500,5.99,"1",0.34,"N",3,10.2399597891573
26,28000,"RENT",4,"MEDICAL","A",9500,8.94,"1",0.34,"N",4,10.2399597891573
24,30000,"RENT",1,"VENTURE","C",9500,13.92,"1",0.32,"N",2,10.3089526606443
22,32000,"RENT",5,"PERSONAL","C",9500,13.57,"0",0.3,"N",3,10.3734911817819
23,65000,"MORTGAGE",2,"EDUCATION","B",20000,12.18,"0",0.31,"N",4,11.0821425488778
24,65000,"MORTGAGE",1,"MEDICAL","A",10000,8.59,"0",0.15,"N",3,11.0821425488778
23,34000,"RENT",1,"VENTURE","C",9500,NA,"1",0.28,"N",3,10.4341158035983
22,59000,"OTHER",3,"MEDICAL","D",12000,NA,"1",0.2,"Y",3,10.9852927228879
23,44064,"RENT",0,"EDUCATION","B",9500,11.26,"0",0.22,"N",2,10.6933984015284
25,46500,"RENT",5,"EDUCATION","A",9500,6.76,"0",0.2,"N",3,10.7472075915754
23,40574,"RENT",2,"HOMEIMPROVEMENT","D",9500,14.74,"1",0.23,"Y",4,10.6108827463613
26,47000,"RENT",5,"PERSONAL","C",9500,12.87,"0",0.2,"N",4,10.7579028806922
25,65000,"MORTGAGE",0,"HOMEIMPROVEMENT","B",15000,11.48,"0",0.23,"N",4,11.0821425488778
22,65000,"OWN",1,"VENTURE","D",5000,15.37,"0",0.08,"N",4,11.0821425488778
22,59000,"OTHER",1,"DEBTCONSOLIDATION","D",15000,NA,"1",0.25,"Y",2,10.9852927228879
24,48602,"RENT",0,"MEDICAL","C",9500,12.73,"0",0.2,"N",4,10.7914199613052
24,59000,"MORTGAGE",3,"DEBTCONSOLIDATION","C",6800,12.53,"1",0.12,"Y",4,10.9852927228879
22,65000,"MORTGAGE",6,"VENTURE","A",1500,9.32,"0",0.02,"N",2,11.0821425488778
22,50000,"RENT",6,"MEDICAL","A",9500,6.99,"0",0.19,"N",2,10.8197782844103
24,52500,"RENT",1,"EDUCATION","C",9500,14.79,"0",0.18,"Y",3,10.8685684485797
26,65000,"MORTGAGE",6,"MEDICAL","B",9250,NA,"0",0.14,"N",2,11.0821425488778
26,54011,"RENT",10,"EDUCATION","D",9500,16.29,"0",0.18,"N",2,10.8969430085053
24,55000,"RENT",5,"VENTURE","A",9500,9.63,"0",0.17,"N",4,10.9150884642146
23,65000,"MORTGAGE",2,"EDUCATION","B",15000,10.95,"0",0.23,"N",3,11.0821425488778
22,56400,"RENT",2,"DEBTCONSOLIDATION","A",9500,8.9,"0",0.17,"N",4,10.9402244374862
22,59000,"MORTGAGE",3,"DEBTCONSOLIDATION","D",19750,14.11,"1",0.33,"Y",3,10.9852927228879
25,57000,"RENT",2,"EDUCATION","A",9500,6.17,"0",0.17,"N",4,10.9508065468167
25,57000,"RENT",1,"HOMEIMPROVEMENT","B",9500,12.53,"0",0.17,"N",4,10.9508065468167
25,65000,"MORTGAGE",0,"DEBTCONSOLIDATION","A",2000,7.37,"0",0.03,"N",2,11.0821425488778
25,61000,"RENT",4,"VENTURE","A",9500,7.51,"0",0.16,"N",2,11.0186291431554
26,65000,"MORTGAGE",4,"EDUCATION","B",5000,11.89,"0",0.08,"N",4,11.0821425488778
23,65000,"MORTGAGE",7,"VENTURE","C",17600,12.72,"0",0.27,"N",3,11.0821425488778
22,69000,"RENT",1,"HOMEIMPROVEMENT","D",9500,15.33,"1",0.14,"Y",4,11.1418617835794
26,65000,"MORTGAGE",6,"EDUCATION","A",6000,9.07,"0",0.09,"N",3,11.0821425488778
25,65000,"OWN",9,"PERSONAL","C",7000,11.66,"0",0.11,"Y",4,11.0821425488778
22,21600,"RENT",0,"EDUCATION","A",9600,7.49,"1",0.44,"N",2,9.98044859367226
23,22000,"RENT",3,"EDUCATION","C",9600,13.16,"1",0.44,"N",2,9.99879773234045
25,24000,"RENT",9,"PERSONAL","B",9600,11.71,"1",0.4,"N",4,10.0858091093301
21,24000,"RENT",4,"HOMEIMPROVEMENT","C",9600,14.27,"1",0.4,"N",4,10.0858091093301
23,24000,"RENT",NA,"PERSONAL","B",9600,9.99,"1",0.4,"N",4,10.0858091093301
23,65000,"MORTGAGE",1,"EDUCATION","E",15000,14.5,"0",0.23,"N",4,11.0821425488778
23,65000,"MORTGAGE",0,"PERSONAL","A",12800,8.38,"0",0.2,"N",2,11.0821425488778
22,65004,"MORTGAGE",5,"VENTURE","A",12500,6.03,"0",0.19,"N",4,11.0822040854459
22,65004,"MORTGAGE",6,"MEDICAL","A",5500,6.03,"0",0.08,"N",2,11.0822040854459
24,65004,"MORTGAGE",8,"HOMEIMPROVEMENT","C",3600,13.49,"0",0.06,"Y",4,11.0822040854459
21,65004,"MORTGAGE",5,"DEBTCONSOLIDATION","B",5000,9.99,"0",0.08,"N",3,11.0822040854459
26,33996,"RENT",1,"MEDICAL","B",9600,9.88,"0",0.28,"N",2,10.4339981496185
25,65004,"MORTGAGE",9,"MEDICAL","A",4500,6.92,"0",0.07,"N",2,11.0822040854459
26,65004,"MORTGAGE",7,"HOMEIMPROVEMENT","B",20000,10.36,"0",0.31,"N",3,11.0822040854459
25,34000,"RENT",3,"MEDICAL","A",9600,7.88,"0",0.28,"N",4,10.4341158035983
23,34560,"RENT",5,"DEBTCONSOLIDATION","D",9600,16.02,"1",0.28,"Y",3,10.450452222918
22,34800,"RENT",7,"PERSONAL","G",9600,19.16,"1",0.28,"Y",2,10.4573726657626
25,35000,"RENT",5,"VENTURE","B",9600,9.91,"0",0.27,"N",2,10.4631033404715
23,65004,"MORTGAGE",7,"PERSONAL","A",15000,7.88,"0",0.23,"N",3,11.0822040854459
23,35400,"RENT",4,"VENTURE","B",9600,11.89,"0",0.27,"N",2,10.4744670991219
21,65004,"MORTGAGE",5,"MEDICAL","A",1500,7.88,"0",0.02,"N",4,11.0822040854459
24,30000,"RENT",0,"MEDICAL","D",9600,14.91,"1",0.32,"Y",4,10.3089526606443
22,65004,"MORTGAGE",0,"EDUCATION","C",13000,13.23,"0",0.2,"N",2,11.0822040854459
26,36996,"RENT",8,"PERSONAL","C",9600,11.97,"0",0.26,"Y",4,10.5185650776742
25,31000,"RENT",5,"DEBTCONSOLIDATION","D",9600,16.77,"1",0.31,"N",3,10.3417424834673
23,65004,"OWN",5,"VENTURE","C",7000,12.87,"0",0.11,"Y",2,11.0822040854459
23,31800,"RENT",7,"PERSONAL","C",9600,13.48,"1",0.3,"Y",3,10.3672215687683
25,65004,"MORTGAGE",1,"MEDICAL","C",5000,13.47,"0",0.08,"Y",3,11.0822040854459
26,40000,"RENT",3,"VENTURE","C",9600,14.27,"0",0.24,"N",4,10.5966347330961
25,34000,"RENT",7,"PERSONAL","D",9600,14.54,"1",0.28,"N",2,10.4341158035983
23,65100,"MORTGAGE",1,"MEDICAL","C",9000,14.79,"0",0.14,"Y",4,11.0836798281967
24,65158,"MORTGAGE",9,"VENTURE","B",18000,10.25,"0",0.28,"N",4,11.0845703685678
