"person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","log_person_income"
24,60000,"MORTGAGE",7,"VENTURE","B",15850,11.11,"0",0.26,"N",3,11.0020998412042
25,48000,"RENT",2,"VENTURE","B",8000,10.59,"0",0.17,"N",4,10.77895628989
25,48000,"RENT",4,"EDUCATION","C",8000,14.35,"0",0.17,"N",2,10.77895628989
23,42000,"RENT",3,"HOMEIMPROVEMENT","D",8000,15.58,"1",0.19,"N",2,10.6454248972655
24,50000,"RENT",8,"PERSONAL","C",8000,15.96,"0",0.16,"N",3,10.8197782844103
25,50000,"RENT",6,"VENTURE","A",8000,7.9,"0",0.16,"N",4,10.8197782844103
23,60000,"MORTGAGE",8,"MEDICAL","B",10000,NA,"0",0.17,"N",3,11.0020998412042
23,50004,"RENT",5,"MEDICAL","C",8000,12.73,"0",0.16,"N",4,10.8198582812105
26,50049,"RENT",5,"DEBTCONSOLIDATION","C",8000,12.99,"0",0.16,"N",3,10.8207578045238
25,60000,"MORTGAGE",3,"EDUCATION","B",10000,10.36,"0",0.17,"N",4,11.0020998412042
24,46500,"RENT",2,"HOMEIMPROVEMENT","C",8000,15.23,"1",0.17,"Y",2,10.7472075915754
21,60000,"OWN",0,"VENTURE","D",16000,NA,"0",0.27,"N",2,11.0020998412042
26,53688,"RENT",11,"DEBTCONSOLIDATION","A",8000,5.42,"0",0.15,"N",4,10.8909447918381
23,54000,"RENT",7,"DEBTCONSOLIDATION","B",8000,10.99,"0",0.15,"N",4,10.8967393255464
23,54000,"MORTGAGE",2,"MEDICAL","D",7500,15.58,"1",0.14,"N",2,10.8967393255464
23,55000,"RENT",2,"PERSONAL","B",8000,10.65,"0",0.15,"N",2,10.9150884642146
26,60000,"OWN",8,"VENTURE","A",9800,NA,"0",0.16,"N",4,11.0020998412042
22,60000,"MORTGAGE",7,"VENTURE","B",6000,10.38,"0",0.1,"N",2,11.0020998412042
24,58033,"RENT",4,"VENTURE","B",8000,10.62,"0",0.14,"N",2,10.9687670932463
25,60000,"RENT",1,"VENTURE","A",8000,5.42,"0",0.13,"N",2,11.0020998412042
21,60000,"MORTGAGE",0,"MEDICAL","C",10000,NA,"0",0.17,"Y",4,11.0020998412042
23,60000,"MORTGAGE",3,"PERSONAL","A",13000,7.88,"0",0.22,"N",4,11.0020998412042
21,60000,"RENT",2,"EDUCATION","B",8000,11.26,"0",0.13,"N",3,11.0020998412042
24,60000,"MORTGAGE",NA,"MEDICAL","A",5000,7.14,"0",0.08,"N",2,11.0020998412042
23,60000,"RENT",1,"VENTURE","B",8000,12.21,"0",0.13,"N",4,11.0020998412042
23,54780,"RENT",NA,"PERSONAL","B",8000,10.65,"1",0.15,"N",4,10.9110804428171
22,55000,"RENT",5,"PERSONAL","D",8000,15.31,"1",0.15,"N",4,10.9150884642146
25,61440,"RENT",9,"VENTURE","B",8000,10.36,"0",0.13,"N",4,11.0258163678216
21,46000,"RENT",2,"VENTURE","D",5200,17.27,"1",0.11,"Y",4,10.7363966754712
24,54000,"RENT",7,"PERSONAL","B",5200,10.37,"1",0.1,"N",3,10.8967393255464
25,33600,"RENT",5,"PERSONAL","A",5075,5.79,"0",0.15,"N",2,10.4222813459513
26,34000,"RENT",8,"MEDICAL","D",5050,16.89,"1",0.15,"N",4,10.4341158035983
23,60000,"MORTGAGE",3,"MEDICAL","A",4500,7.4,"0",0.07,"N",3,11.0020998412042
23,60000,"MORTGAGE",0,"MEDICAL","A",5000,NA,"0",0.08,"N",2,11.0020998412042
24,13000,"RENT",0,"DEBTCONSOLIDATION","A",5000,8,"1",0.38,"N",2,9.47270463644367
26,60000,"MORTGAGE",10,"PERSONAL","A",1200,7.4,"0",0.02,"N",4,11.0020998412042
23,60000,"OWN",4,"VENTURE","C",10000,13.22,"0",0.17,"N",4,11.0020998412042
26,60000,"MORTGAGE",10,"DEBTCONSOLIDATION","A",6000,8.94,"0",0.1,"N",4,11.0020998412042
26,16800,"RENT",0,"EDUCATION","B",5000,NA,"1",0.3,"N",4,9.72913416539135
24,16800,"RENT",1,"EDUCATION","C",5000,14.22,"1",0.3,"Y",4,9.72913416539135
23,18000,"RENT",0,"EDUCATION","A",5000,8.59,"1",0.28,"N",4,9.7981270368783
23,60000,"MORTGAGE",1,"MEDICAL","C",13200,13.16,"0",0.22,"Y",2,11.0020998412042
23,60000,"MORTGAGE",6,"EDUCATION","B",11500,11.26,"0",0.19,"N",2,11.0020998412042
21,21000,"RENT",5,"MEDICAL","F",5000,20.89,"1",0.24,"N",2,9.95227771670556
25,60000,"MORTGAGE",8,"EDUCATION","C",8000,NA,"0",0.13,"N",3,11.0020998412042
24,54000,"MORTGAGE",9,"MEDICAL","A",10000,9.63,"1",0.19,"N",2,10.8967393255464
24,60000,"MORTGAGE",0,"PERSONAL","B",15000,11.89,"0",0.25,"N",2,11.0020998412042
24,21648,"RENT",8,"EDUCATION","A",5000,6.99,"0",0.23,"N",3,9.98266835041057
25,22000,"RENT",3,"PERSONAL","E",5000,16.32,"1",0.23,"N",3,9.99879773234045
24,22992,"RENT",1,"HOMEIMPROVEMENT","C",5000,13.06,"1",0.22,"Y",3,10.0429016083188
24,23000,"RENT",2,"EDUCATION","B",5000,NA,"0",0.22,"N",4,10.0432494949113
22,60000,"MORTGAGE",6,"EDUCATION","C",1600,11.66,"0",0.03,"N",4,11.0020998412042
26,24000,"RENT",0,"VENTURE","A",5000,8.9,"0",0.21,"N",2,10.0858091093301
22,24000,"RENT",4,"EDUCATION","D",5000,16.49,"0",0.21,"N",4,10.0858091093301
23,60000,"MORTGAGE",0,"DEBTCONSOLIDATION","A",7500,8,"0",0.13,"N",2,11.0020998412042
22,60000,"MORTGAGE",6,"MEDICAL","A",8000,8.07,"0",0.13,"N",4,11.0020998412042
23,24000,"RENT",5,"PERSONAL","B",5000,10.75,"0",0.21,"N",3,10.0858091093301
24,60204,"MORTGAGE",8,"PERSONAL","A",10000,7.49,"0",0.17,"N",4,11.0054940742723
26,60996,"MORTGAGE",2,"PERSONAL","B",12000,12.21,"0",0.2,"N",4,11.0185635672349
22,61000,"MORTGAGE",6,"MEDICAL","C",12000,13.49,"0",0.2,"N",2,11.0186291431554
23,61000,"OWN",1,"PERSONAL","B",12000,11.71,"0",0.2,"N",2,11.0186291431554
24,55000,"MORTGAGE",8,"EDUCATION","B",6000,11.99,"1",0.11,"N",2,10.9150884642146
21,27200,"RENT",0,"MEDICAL","C",5000,NA,"0",0.18,"N",3,10.2109722522841
22,61000,"MORTGAGE",1,"DEBTCONSOLIDATION","B",8000,11.49,"0",0.13,"N",2,11.0186291431554
22,27264,"RENT",4,"EDUCATION","C",5000,13.11,"0",0.18,"Y",3,10.213322429629
23,65000,"RENT",6,"PERSONAL","A",8000,9.32,"0",0.12,"N",3,11.0821425488778
23,61300,"OWN",1,"EDUCATION","D",9000,16.49,"0",0.15,"Y",3,11.0235351219243
22,61300,"MORTGAGE",4,"VENTURE","A",13000,9.63,"0",0.21,"N",3,11.0235351219243
23,55365,"MORTGAGE",4,"PERSONAL","F",25000,19.04,"1",0.45,"N",4,10.9217029041322
23,61498,"MORTGAGE",5,"PERSONAL","B",5000,11.36,"0",0.08,"N",2,11.0267599329406
22,61547,"OWN",1,"EDUCATION","D",24250,14.96,"0",0.39,"Y",3,11.0275563895636
24,61650,"MORTGAGE",4,"HOMEIMPROVEMENT","A",6500,6.03,"0",0.11,"N",4,11.0292285085925
25,70000,"RENT",4,"PERSONAL","C",8000,15.96,"0",0.11,"Y",3,11.1562505210315
26,70000,"RENT",8,"EDUCATION","C",8000,15.96,"0",0.11,"Y",3,11.1562505210315
23,70000,"RENT",4,"EDUCATION","D",8000,16.02,"0",0.11,"N",2,11.1562505210315
23,62000,"MORTGAGE",3,"VENTURE","A",4000,8.9,"0",0.06,"N",2,11.0348896640272
23,62000,"MORTGAGE",6,"EDUCATION","B",1800,11.71,"0",0.03,"N",3,11.0348896640272
22,72000,"RENT",2,"EDUCATION","A",8000,7.9,"0",0.11,"N",4,11.1844213979982
23,62000,"OWN",2,"VENTURE","B",5575,NA,"0",0.09,"N",3,11.0348896640272
23,75000,"RENT",5,"DEBTCONSOLIDATION","B",8000,10.74,"0",0.11,"N",3,11.2252433925184
23,62000,"MORTGAGE",3,"MEDICAL","A",9000,NA,"0",0.15,"N",4,11.0348896640272
25,76460,"RENT",1,"MEDICAL","A",8000,6.03,"0",0.1,"N",3,11.2445230072504
24,62000,"MORTGAGE",6,"HOMEIMPROVEMENT","B",10000,10.74,"0",0.16,"N",2,11.0348896640272
24,81600,"RENT",5,"VENTURE","C",8000,12.84,"0",0.1,"Y",2,11.3095845409522
22,66300,"RENT",4,"MEDICAL","E",8000,18.39,"1",0.1,"N",4,11.101945176174
26,86502,"RENT",7,"PERSONAL","B",8000,10.36,"0",0.09,"N",3,11.36792281404
23,90000,"RENT",5,"MEDICAL","A",8000,6.92,"0",0.09,"N",3,11.4075649493124
23,92004,"RENT",2,"DEBTCONSOLIDATION","B",8000,11.49,"0",0.09,"N",4,11.4295873333469
24,62000,"MORTGAGE",2,"HOMEIMPROVEMENT","B",8000,10.08,"0",0.13,"N",3,11.0348896640272
25,95000,"RENT",4,"PERSONAL","C",8000,15.23,"0",0.08,"N",4,11.4616321705827
25,95000,"RENT",0,"DEBTCONSOLIDATION","B",8000,10.36,"0",0.08,"N",3,11.4616321705827
24,56004,"MORTGAGE",5,"DEBTCONSOLIDATION","B",6000,10,"1",0.11,"N",3,10.9331783957378
26,99996,"RENT",7,"PERSONAL","D",8000,16.32,"0",0.08,"Y",3,11.5128854641702
23,56004,"MORTGAGE",7,"PERSONAL","B",15000,11.26,"1",0.27,"N",2,10.9331783957378
23,89000,"RENT",8,"DEBTCONSOLIDATION","D",8000,14.74,"1",0.09,"N",3,11.3963916487143
26,62100,"MORTGAGE",2,"EDUCATION","B",9600,11.71,"0",0.15,"N",4,11.0365012679216
24,105000,"RENT",8,"DEBTCONSOLIDATION","A",8000,7.51,"0",0.08,"N",3,11.5617156291397
26,62200,"MORTGAGE",0,"PERSONAL","E",18000,16.63,"0",0.29,"N",3,11.0381102787273
23,120000,"RENT",4,"EDUCATION","D",8000,14.61,"0",0.07,"Y",4,11.6952470217642
25,123000,"RENT",1,"MEDICAL","B",8000,12.53,"0",0.07,"N",3,11.7199396343546
24,62400,"MORTGAGE",3,"EDUCATION","A",9500,6.54,"0",0.15,"N",2,11.0413205543575
24,60500,"RENT",1,"DEBTCONSOLIDATION","D",8150,17.27,"1",0.13,"Y",3,11.0103986440189
23,62500,"MORTGAGE",1,"MEDICAL","C",9600,13.22,"0",0.15,"Y",3,11.0429218357245
25,62500,"MORTGAGE",5,"DEBTCONSOLIDATION","C",15000,6,"0",0.24,"N",3,11.0429218357245
23,62510,"MORTGAGE",5,"EDUCATION","B",12000,10.74,"0",0.19,"N",4,11.0430818229259
21,50000,"RENT",5,"DEBTCONSOLIDATION","A",8300,8.9,"0",0.17,"N",4,10.8197782844103
24,83000,"RENT",4,"HOMEIMPROVEMENT","A",8300,7.88,"0",0.1,"N",2,11.3265958867787
21,63000,"MORTGAGE",5,"DEBTCONSOLIDATION","B",11200,10.99,"0",0.18,"N",4,11.0508900053737
22,42000,"RENT",3,"MEDICAL","C",8400,14.35,"0",0.2,"N",4,10.6454248972655
22,63000,"MORTGAGE",6,"EDUCATION","A",3700,5.42,"0",0.06,"N",4,11.0508900053737
24,63000,"MORTGAGE",8,"VENTURE","B",6300,11.49,"0",0.1,"N",4,11.0508900053737
22,63000,"MORTGAGE",2,"MEDICAL","C",8400,12.73,"0",0.13,"Y",4,11.0508900053737
26,50000,"RENT",2,"HOMEIMPROVEMENT","C",8400,14.72,"0",0.17,"Y",3,10.8197782844103
22,51420,"RENT",6,"PERSONAL","C",8400,11.97,"0",0.16,"Y",3,10.8477824808199
25,63000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",11600,NA,"0",0.18,"N",4,11.0508900053737
25,63000,"MORTGAGE",3,"EDUCATION","C",3000,13.47,"0",0.05,"N",2,11.0508900053737
23,56000,"RENT",3,"DEBTCONSOLIDATION","B",8400,10.99,"0",0.15,"N",2,10.9331069697173
26,63000,"MORTGAGE",3,"HOMEIMPROVEMENT","C",3800,12.04,"0",0.06,"Y",4,11.0508900053737
26,63180,"OWN",4,"HOMEIMPROVEMENT","C",5825,13.43,"0",0.09,"Y",2,11.0537430743561
24,68000,"RENT",2,"VENTURE","A",8400,7.88,"0",0.12,"N",3,11.1272629841582
25,63300,"MORTGAGE",0,"EDUCATION","C",17600,12.53,"0",0.28,"Y",4,11.0556406081323
25,18000,"RENT",3,"VENTURE","C",8500,10.28,"1",0.47,"N",2,9.7981270368783
26,19200,"RENT",0,"DEBTCONSOLIDATION","B",8500,9.99,"1",0.44,"N",2,9.86266555801587
23,63600,"MORTGAGE",7,"VENTURE","A",2475,5.79,"0",0.04,"N",3,11.0603687493282
23,28000,"RENT",0,"EDUCATION","A",8700,6.03,"1",0.31,"N",2,10.2399597891573
22,46104,"RENT",4,"EDUCATION","A",8775,7.29,"0",0.19,"N",2,10.7386549931165
22,64000,"MORTGAGE",4,"PERSONAL","C",14000,13.23,"0",0.22,"Y",3,11.0666383623418
23,18500,"RENT",2,"VENTURE","C",9000,11.34,"1",0.49,"Y",3,9.82552601106642
22,64000,"MORTGAGE",2,"EDUCATION","B",25000,11.83,"0",0.39,"N",4,11.0666383623418
23,27600,"RENT",3,"VENTURE","C",9000,13.98,"1",0.33,"Y",3,10.2255710517052
22,28800,"RENT",5,"MEDICAL","B",9000,10.99,"1",0.31,"N",2,10.268130666124
22,64312,"MORTGAGE",4,"VENTURE","D",5000,14.91,"0",0.08,"Y",4,11.0715015180078
23,30000,"RENT",2,"MEDICAL","D",9000,14.61,"1",0.3,"Y",4,10.3089526606443
25,33000,"RENT",5,"MEDICAL","A",9000,7.14,"0",0.27,"N",2,10.4042628404486
22,36000,"RENT",3,"EDUCATION","C",9000,NA,"0",0.25,"Y",2,10.4912742174382
24,30000,"RENT",0,"EDUCATION","D",9000,15.58,"1",0.3,"N",3,10.3089526606443
23,36000,"RENT",6,"VENTURE","C",9000,10.78,"0",0.25,"Y",4,10.4912742174382
23,65000,"MORTGAGE",0,"MEDICAL","A",10200,7.9,"0",0.16,"N",3,11.0821425488778
22,38500,"RENT",1,"MEDICAL","B",9000,10.83,"0",0.23,"N",2,10.5584135202759
26,65000,"MORTGAGE",1,"HOMEIMPROVEMENT","B",17000,9.91,"0",0.26,"N",2,11.0821425488778
23,65000,"MORTGAGE",0,"PERSONAL","A",12000,7.9,"0",0.18,"N",3,11.0821425488778
24,65000,"MORTGAGE",8,"VENTURE","D",7200,17.58,"0",0.11,"Y",4,11.0821425488778
24,65000,"MORTGAGE",9,"PERSONAL","C",4200,15.27,"0",0.06,"N",2,11.0821425488778
23,43200,"RENT",0,"EDUCATION","A",9000,6.17,"0",0.21,"N",3,10.6735957742322
23,45000,"RENT",4,"EDUCATION","A",9000,5.99,"0",0.2,"N",3,10.7144177687525
22,45000,"RENT",0,"EDUCATION","B",9000,11.48,"0",0.2,"N",4,10.7144177687525
26,59000,"MORTGAGE",5,"MEDICAL","D",8000,15.99,"1",0.14,"Y",2,10.9852927228879
22,65000,"OWN",6,"VENTURE","B",7000,11.49,"0",0.11,"N",4,11.0821425488778
25,65000,"MORTGAGE",1,"PERSONAL","A",12000,7.49,"0",0.18,"N",4,11.0821425488778
24,65000,"MORTGAGE",0,"MEDICAL","B",8000,10.99,"0",0.12,"N",3,11.0821425488778
23,51000,"RENT",2,"EDUCATION","B",9000,10.99,"0",0.18,"N",2,10.8395809117065
24,51000,"RENT",3,"MEDICAL","A",9000,5.79,"0",0.18,"N",3,10.8395809117065
22,51000,"RENT",4,"EDUCATION","D",9000,15.33,"0",0.18,"N",4,10.8395809117065
22,65000,"MORTGAGE",6,"DEBTCONSOLIDATION","A",8000,6.99,"0",0.12,"N",3,11.0821425488778
21,52000,"RENT",0,"EDUCATION","B",9000,11.83,"0",0.17,"N",4,10.8589989975636
23,65000,"MORTGAGE",2,"DEBTCONSOLIDATION","A",7000,8.49,"0",0.11,"N",3,11.0821425488778
25,48000,"RENT",7,"HOMEIMPROVEMENT","D",9000,15.05,"1",0.19,"Y",3,10.77895628989
26,65000,"MORTGAGE",3,"VENTURE","A",10000,7.29,"0",0.15,"N",3,11.0821425488778
22,57500,"RENT",1,"DEBTCONSOLIDATION","B",9100,11.49,"0",0.16,"N",4,10.9595402267854
24,65000,"OWN",8,"EDUCATION","A",9000,7.29,"0",0.14,"N",4,11.0821425488778
22,62000,"RENT",6,"PERSONAL","C",9200,12.98,"0",0.15,"N",3,11.0348896640272
24,77385,"RENT",6,"DEBTCONSOLIDATION","A",9200,6.03,"0",0.12,"N",3,11.2565482423469
22,63000,"RENT",5,"EDUCATION","A",9225,5.99,"0",0.15,"N",4,11.0508900053737
23,28800,"RENT",1,"VENTURE","C",9250,14.35,"1",0.32,"Y",3,10.268130666124
26,65000,"MORTGAGE",11,"HOMEIMPROVEMENT","A",10950,7.88,"0",0.17,"N",2,11.0821425488778
22,66800,"RENT",2,"DEBTCONSOLIDATION","A",9300,NA,"0",0.14,"N",3,11.1094583595247
25,65000,"MORTGAGE",6,"MEDICAL","B",15000,11.86,"0",0.23,"N",3,11.0821425488778
22,65000,"MORTGAGE",6,"EDUCATION","A",10000,7.88,"0",0.15,"N",2,11.0821425488778
22,65000,"MORTGAGE",6,"VENTURE","A",17000,8.94,"0",0.26,"N",2,11.0821425488778
25,46000,"RENT",1,"MEDICAL","B",9500,NA,"0",0.21,"N",3,10.7363966754712
23,54000,"RENT",7,"MEDICAL","C",9500,14.65,"0",0.18,"N",2,10.8967393255464
25,65000,"MORTGAGE",6,"PERSONAL","C",7500,13.47,"0",0.12,"N",4,11.0821425488778
22,65000,"MORTGAGE",4,"EDUCATION","A",9000,9.63,"0",0.14,"N",3,11.0821425488778
25,68000,"RENT",2,"DEBTCONSOLIDATION","A",9500,7.14,"0",0.14,"N",3,11.1272629841582
24,70446,"RENT",1,"PERSONAL","A",9550,7.49,"0",0.14,"N",3,11.1626017378583
22,65000,"MORTGAGE",1,"PERSONAL","B",7500,10.08,"0",0.12,"N",4,11.0821425488778
22,43000,"RENT",1,"DEBTCONSOLIDATION","A",9575,6.62,"0",0.22,"N",3,10.6689553946757
23,33280,"RENT",2,"VENTURE","C",9600,NA,"0",0.29,"N",4,10.4127118949351
22,65004,"MORTGAGE",6,"MEDICAL","B",6500,9.25,"0",0.1,"N",4,11.0822040854459
22,35000,"RENT",1,"EDUCATION","B",9600,11.99,"0",0.27,"N",4,10.4631033404715
21,37740,"RENT",0,"DEBTCONSOLIDATION","C",9600,13.11,"0",0.25,"Y",4,10.5384758189225
26,65004,"MORTGAGE",10,"HOMEIMPROVEMENT","B",5000,11.58,"0",0.08,"N",3,11.0822040854459
23,65400,"MORTGAGE",4,"VENTURE","D",20000,15.05,"0",0.31,"Y",4,11.0882775374453
22,65416,"MORTGAGE",6,"EDUCATION","A",8000,6.92,"0",0.12,"N",2,11.0885221558418
26,59600,"MORTGAGE",9,"VENTURE","E",21000,16.45,"1",0.35,"N",2,10.9954108530534
25,65707,"MORTGAGE",1,"EDUCATION","D",2000,14.59,"0",0.03,"N",3,11.0929607436983
26,66000,"OWN",0,"HOMEIMPROVEMENT","C",18000,13.49,"0",0.27,"Y",3,11.0974100210086
23,66000,"MORTGAGE",8,"EDUCATION","B",8750,9.99,"0",0.13,"N",2,11.0974100210086
25,54000,"RENT",5,"HOMEIMPROVEMENT","D",9600,15.62,"1",0.18,"N",2,10.8967393255464
24,66000,"MORTGAGE",7,"VENTURE","C",11200,13.99,"0",0.17,"N",2,11.0974100210086
23,66000,"MORTGAGE",7,"VENTURE","B",2700,10.74,"0",0.04,"N",3,11.0974100210086
24,69996,"RENT",1,"EDUCATION","B",9600,11.71,"0",0.14,"N",4,11.1561933765416
22,66000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",8500,7.51,"0",0.13,"N",2,11.0974100210086
25,71000,"RENT",5,"HOMEIMPROVEMENT","A",9600,5.79,"0",0.14,"N",4,11.1704351560235
24,73000,"RENT",5,"MEDICAL","C",9600,13.92,"0",0.13,"Y",3,11.1982147201305
24,66000,"MORTGAGE",5,"DEBTCONSOLIDATION","B",13000,10.25,"0",0.2,"N",2,11.0974100210086
26,66000,"MORTGAGE",5,"MEDICAL","B",15000,9.88,"0",0.23,"N",4,11.0974100210086
26,80000,"RENT",4,"EDUCATION","A",9600,NA,"0",0.12,"N",2,11.289781913656
24,77964,"RENT",4,"DEBTCONSOLIDATION","D",9600,14.42,"1",0.12,"N",2,11.2640024606685
25,78000,"RENT",0,"DEBTCONSOLIDATION","D",9600,14.11,"1",0.12,"Y",4,11.2644641056717
26,120640,"RENT",0,"EDUCATION","C",9600,14.22,"0",0.08,"N",4,11.7005661832418
24,66500,"MORTGAGE",0,"HOMEIMPROVEMENT","A",8800,8.59,"0",0.13,"N",4,11.1049572266439
24,60516,"OTHER",8,"DEBTCONSOLIDATION","B",18000,11.26,"1",0.3,"N",4,11.0106630718647
26,66948,"OWN",11,"PERSONAL","B",20000,10.95,"0",0.3,"N",4,11.1116714776335
22,20008,"RENT",2,"EDUCATION","B",10000,10.95,"1",0.5,"N",2,9.90388747255746
21,21000,"RENT",2,"EDUCATION","B",10000,11.71,"1",0.48,"N",2,9.95227771670556
24,67000,"OWN",2,"MEDICAL","B",16000,12.69,"0",0.24,"N",4,11.1124478983731
25,67000,"MORTGAGE",3,"PERSONAL","A",3000,7.9,"0",0.04,"N",3,11.1124478983731
23,67000,"MORTGAGE",7,"MEDICAL","B",2500,11.71,"0",0.04,"N",3,11.1124478983731
26,24000,"RENT",3,"MEDICAL","A",10000,NA,"1",0.42,"N",2,10.0858091093301
24,67000,"MORTGAGE",2,"HOMEIMPROVEMENT","B",12150,10.37,"0",0.18,"N",3,11.1124478983731
24,24000,"RENT",3,"VENTURE","B",10000,8.7,"1",0.42,"N",2,10.0858091093301
22,24996,"RENT",3,"MEDICAL","A",10000,8.94,"1",0.4,"N",4,10.126471091049
21,25000,"RENT",1,"PERSONAL","A",10000,NA,"1",0.4,"N",4,10.1266311038503
26,67000,"MORTGAGE",10,"PERSONAL","B",10000,12.21,"0",0.15,"N",3,11.1124478983731
22,67145,"MORTGAGE",2,"EDUCATION","B",10000,10.62,"0",0.15,"N",4,11.1146097390153
22,67200,"MORTGAGE",2,"PERSONAL","B",5000,9.99,"0",0.07,"N",2,11.1154285265112
23,25920,"RENT",4,"EDUCATION","D",10000,15.58,"1",0.39,"N",2,10.1627701504662
22,26000,"RENT",1,"DEBTCONSOLIDATION","B",10000,10.65,"1",0.38,"N",3,10.1658518170036
24,26000,"RENT",6,"PERSONAL","B",10000,10.99,"1",0.38,"N",4,10.1658518170036
23,52102,"MORTGAGE",1,"MEDICAL","B",3500,10.75,"1",0.06,"N",3,10.8609586147206
24,26000,"RENT",8,"EDUCATION","E",10000,16.63,"1",0.38,"Y",2,10.1658518170036
24,61499,"MORTGAGE",8,"DEBTCONSOLIDATION","D",19600,15.65,"1",0.32,"N",2,11.0267761934998
24,26400,"RENT",5,"MEDICAL","A",10000,6.54,"1",0.38,"N",4,10.1811192891344
22,26400,"RENT",3,"PERSONAL","B",10000,9.88,"1",0.38,"N",2,10.1811192891344
22,27376,"RENT",0,"EDUCATION","C",10000,10.28,"1",0.37,"N",3,10.217421996132
23,68000,"MORTGAGE",7,"VENTURE","A",12000,7.51,"0",0.18,"N",3,11.1272629841582
22,68000,"MORTGAGE",6,"EDUCATION","D",20000,16.77,"0",0.29,"Y",4,11.1272629841582
23,30000,"RENT",7,"EDUCATION","C",10000,13.99,"1",0.33,"N",2,10.3089526606443
23,30000,"RENT",3,"PERSONAL","B",10000,11.48,"1",0.33,"N",4,10.3089526606443
23,30000,"RENT",3,"PERSONAL","B",10000,11.14,"1",0.33,"N",2,10.3089526606443
24,30000,"RENT",0,"MEDICAL","D",10000,14.61,"1",0.33,"N",3,10.3089526606443
26,68000,"OWN",8,"PERSONAL","B",24250,12.18,"0",0.36,"N",4,11.1272629841582
24,68000,"MORTGAGE",8,"HOMEIMPROVEMENT","A",3600,7.74,"0",0.05,"N",4,11.1272629841582
23,31000,"RENT",0,"MEDICAL","A",10000,7.51,"1",0.32,"N",2,10.3417424834673
26,52700,"MORTGAGE",3,"MEDICAL","D",7500,13.8,"1",0.12,"N",2,10.8723707345295
24,68004,"MORTGAGE",5,"HOMEIMPROVEMENT","A",4200,5.42,"0",0.06,"N",4,11.1273218059576
22,32000,"RENT",2,"VENTURE","C",10000,13.22,"1",0.31,"N",3,10.3734911817819
23,68400,"MORTGAGE",NA,"VENTURE","B",1800,8.88,"0",0.03,"N",4,11.1331281036106
26,33000,"RENT",3,"PERSONAL","B",10000,11.71,"0",0.3,"N",3,10.4042628404486
22,34500,"RENT",0,"DEBTCONSOLIDATION","C",10000,13.79,"0",0.29,"N",2,10.4487146030195
25,69000,"MORTGAGE",7,"HOMEIMPROVEMENT","A",9600,7.49,"0",0.14,"N",3,11.1418617835794
23,69000,"MORTGAGE",7,"MEDICAL","C",8325,13.49,"0",0.12,"N",4,11.1418617835794
26,69000,"MORTGAGE",10,"PERSONAL","C",5000,14.17,"0",0.07,"N",4,11.1418617835794
26,36000,"RENT",7,"VENTURE","B",10000,NA,"0",0.28,"N",3,10.4912742174382
23,69000,"MORTGAGE",7,"VENTURE","B",15000,11.58,"0",0.22,"N",3,11.1418617835794
22,36000,"RENT",NA,"PERSONAL","A",10000,6.03,"0",0.28,"N",3,10.4912742174382
22,36000,"RENT",5,"MEDICAL","C",10000,13.49,"0",0.28,"N",2,10.4912742174382
26,69654,"MORTGAGE",10,"MEDICAL","C",7500,NA,"0",0.11,"Y",3,11.1512954075661
25,69900,"MORTGAGE",9,"VENTURE","A",5050,5.42,"0",0.07,"N",2,11.1548209282219
22,30400,"RENT",2,"VENTURE","D",10000,12.8,"1",0.33,"N",2,10.3221978873943
22,37200,"RENT",2,"EDUCATION","A",10000,6.92,"0",0.27,"N",3,10.5240640402612
25,37500,"RENT",1,"MEDICAL","C",10000,15.96,"0",0.27,"Y",4,10.5320962119585
22,38004,"RENT",5,"PERSONAL","B",10000,10.37,"0",0.26,"N",4,10.5454466963266
21,32400,"RENT",2,"MEDICAL","C",10000,13.23,"1",0.31,"N",4,10.3859137017804
26,64000,"MORTGAGE",6,"DEBTCONSOLIDATION","E",9000,18.64,"1",0.14,"N",4,11.0666383623418
21,39996,"RENT",2,"EDUCATION","A",10000,8.59,"0",0.25,"N",4,10.5965347280957
22,70000,"MORTGAGE",4,"VENTURE","A",5025,NA,"0",0.07,"N",2,11.1562505210315
23,70000,"MORTGAGE",7,"EDUCATION","A",13000,5.42,"0",0.19,"N",3,11.1562505210315
24,40000,"RENT",5,"DEBTCONSOLIDATION","B",10000,11.99,"0",0.25,"N",3,10.5966347330961
22,70000,"MORTGAGE",6,"EDUCATION","A",9750,8.49,"0",0.14,"N",4,11.1562505210315
23,40000,"RENT",3,"EDUCATION","B",10000,10.75,"0",0.25,"N",4,10.5966347330961
26,70000,"MORTGAGE",6,"HOMEIMPROVEMENT","A",4000,8.49,"0",0.06,"N",2,11.1562505210315
23,70000,"MORTGAGE",4,"PERSONAL","B",25000,10.59,"0",0.36,"N",3,11.1562505210315
22,70000,"MORTGAGE",6,"VENTURE","B",6000,11.49,"0",0.09,"N",2,11.1562505210315
25,70000,"MORTGAGE",9,"MEDICAL","A",10000,5.42,"0",0.14,"N",4,11.1562505210315
